district,District,Country,District_code
080407,080407,PER,4863
080408,080408,PER,4864
080501,080501,PER,4865
080502,080502,PER,4866
080503,080503,PER,4867
080505,080505,PER,4868
080601,080601,PER,4869
080602,080602,PER,4870
080603,080603,PER,4871
080604,080604,PER,4872
080605,080605,PER,4873
080606,080606,PER,4874
080608,080608,PER,4875
080701,080701,PER,4876
080702,080702,PER,4877
080703,080703,PER,4878
080704,080704,PER,4879
080705,080705,PER,4880
080706,080706,PER,4881
080707,080707,PER,4882
080708,080708,PER,4883
080801,080801,PER,4884
080803,080803,PER,4885
080805,080805,PER,4886
080901,080901,PER,4887
080902,080902,PER,4888
080903,080903,PER,4889
080904,080904,PER,4890
080906,080906,PER,4891
080907,080907,PER,4892
080909,080909,PER,4893
080910,080910,PER,4894
081003,081003,PER,4895
081004,081004,PER,4896
081005,081005,PER,4897
081006,081006,PER,4898
081007,081007,PER,4899
081101,081101,PER,4900
081102,081102,PER,4901
081103,081103,PER,4902
081104,081104,PER,4903
081105,081105,PER,4904
081106,081106,PER,4905
081201,081201,PER,4906
081202,081202,PER,4907
081203,081203,PER,4908
081205,081205,PER,4909
081206,081206,PER,4910
081208,081208,PER,4911
081210,081210,PER,4912
081212,081212,PER,4913
081301,081301,PER,4914
081302,081302,PER,4915
081303,081303,PER,4916
081304,081304,PER,4917
081305,081305,PER,4918
081306,081306,PER,4919
090101,090101,PER,4920
090102,090102,PER,4921
090103,090103,PER,4922
090105,090105,PER,4923
090106,090106,PER,4924
090108,090108,PER,4925
090111,090111,PER,4926
090113,090113,PER,4927
090114,090114,PER,4928
090116,090116,PER,4929
090117,090117,PER,4930
090118,090118,PER,4931
090119,090119,PER,4932
090201,090201,PER,4933
090203,090203,PER,4934
090204,090204,PER,4935
090205,090205,PER,4936
090206,090206,PER,4937
090207,090207,PER,4938
090208,090208,PER,4939
090301,090301,PER,4940
090302,090302,PER,4941
090304,090304,PER,4942
090305,090305,PER,4943
090306,090306,PER,4944
090308,090308,PER,4945
090309,090309,PER,4946
090311,090311,PER,4947
090401,090401,PER,4948
090402,090402,PER,4949
090404,090404,PER,4950
090406,090406,PER,4951
090409,090409,PER,4952
090412,090412,PER,4953
090501,090501,PER,4954
090502,090502,PER,4955
090503,090503,PER,4956
090504,090504,PER,4957
090505,090505,PER,4958
090507,090507,PER,4959
090508,090508,PER,4960
090509,090509,PER,4961
090510,090510,PER,4962
090601,090601,PER,4963
090602,090602,PER,4964
090603,090603,PER,4965
090607,090607,PER,4966
090608,090608,PER,4967
090610,090610,PER,4968
090611,090611,PER,4969
090613,090613,PER,4970
090616,090616,PER,4971
090701,090701,PER,4972
090703,090703,PER,4973
090704,090704,PER,4974
090705,090705,PER,4975
090706,090706,PER,4976
090707,090707,PER,4977
090709,090709,PER,4978
090711,090711,PER,4979
090714,090714,PER,4980
090715,090715,PER,4981
090716,090716,PER,4982
090717,090717,PER,4983
090718,090718,PER,4984
100101,100101,PER,4985
100102,100102,PER,4986
100103,100103,PER,4987
100104,100104,PER,4988
100105,100105,PER,4989
100106,100106,PER,4990
100108,100108,PER,4991
100109,100109,PER,4992
100110,100110,PER,4993
100111,100111,PER,4994
100112,100112,PER,4995
100201,100201,PER,4996
100204,100204,PER,4997
100205,100205,PER,4998
100206,100206,PER,4999
100207,100207,PER,5000
100208,100208,PER,5001
100301,100301,PER,5002
100307,100307,PER,5003
100311,100311,PER,5004
100313,100313,PER,5005
100316,100316,PER,5006
100317,100317,PER,5007
100322,100322,PER,5008
100323,100323,PER,5009
100401,100401,PER,5010
100402,100402,PER,5011
100404,100404,PER,5012
100501,100501,PER,5013
100502,100502,PER,5014
100503,100503,PER,5015
100504,100504,PER,5016
100505,100505,PER,5017
100507,100507,PER,5018
100508,100508,PER,5019
100509,100509,PER,5020
100510,100510,PER,5021
100511,100511,PER,5022
100601,100601,PER,5023
100602,100602,PER,5024
100603,100603,PER,5025
100604,100604,PER,5026
100605,100605,PER,5027
100606,100606,PER,5028
100701,100701,PER,5029
100702,100702,PER,5030
100801,100801,PER,5031
100802,100802,PER,5032
100803,100803,PER,5033
100804,100804,PER,5034
100901,100901,PER,5035
100903,100903,PER,5036
100904,100904,PER,5037
100905,100905,PER,5038
101001,101001,PER,5039
101004,101004,PER,5040
101005,101005,PER,5041
101006,101006,PER,5042
101007,101007,PER,5043
101102,101102,PER,5044
101103,101103,PER,5045
101104,101104,PER,5046
101105,101105,PER,5047
101106,101106,PER,5048
101107,101107,PER,5049
110101,110101,PER,5050
110102,110102,PER,5051
110103,110103,PER,5052
110104,110104,PER,5053
110105,110105,PER,5054
110106,110106,PER,5055
110107,110107,PER,5056
110108,110108,PER,5057
110109,110109,PER,5058
110110,110110,PER,5059
110111,110111,PER,5060
110112,110112,PER,5061
110113,110113,PER,5062
110114,110114,PER,5063
110201,110201,PER,5064
110202,110202,PER,5065
110204,110204,PER,5066
110205,110205,PER,5067
110206,110206,PER,5068
110207,110207,PER,5069
110209,110209,PER,5070
110210,110210,PER,5071
110211,110211,PER,5072
110301,110301,PER,5073
110303,110303,PER,5074
110304,110304,PER,5075
110305,110305,PER,5076
110401,110401,PER,5077
110402,110402,PER,5078
110405,110405,PER,5079
110501,110501,PER,5080
110503,110503,PER,5081
110504,110504,PER,5082
110505,110505,PER,5083
110506,110506,PER,5084
110507,110507,PER,5085
110508,110508,PER,5086
120101,120101,PER,5087
120105,120105,PER,5088
120107,120107,PER,5089
120108,120108,PER,5090
120112,120112,PER,5091
120114,120114,PER,5092
120117,120117,PER,5093
120119,120119,PER,5094
120124,120124,PER,5095
120125,120125,PER,5096
120126,120126,PER,5097
120127,120127,PER,5098
120128,120128,PER,5099
120129,120129,PER,5100
120132,120132,PER,5101
120133,120133,PER,5102
120134,120134,PER,5103
120135,120135,PER,5104
120136,120136,PER,5105
120201,120201,PER,5106
120202,120202,PER,5107
120203,120203,PER,5108
120204,120204,PER,5109
120205,120205,PER,5110
120206,120206,PER,5111
120213,120213,PER,5112
120214,120214,PER,5113
120301,120301,PER,5114
120302,120302,PER,5115
120303,120303,PER,5116
120304,120304,PER,5117
120305,120305,PER,5118
120401,120401,PER,5119
120402,120402,PER,5120
120403,120403,PER,5121
120404,120404,PER,5122
120405,120405,PER,5123
120406,120406,PER,5124
120407,120407,PER,5125
120414,120414,PER,5126
120416,120416,PER,5127
120424,120424,PER,5128
120427,120427,PER,5129
120430,120430,PER,5130
120431,120431,PER,5131
120433,120433,PER,5132
120434,120434,PER,5133
120501,120501,PER,5134
120502,120502,PER,5135
120503,120503,PER,5136
120504,120504,PER,5137
120601,120601,PER,5138
120602,120602,PER,5139
120605,120605,PER,5140
120607,120607,PER,5141
120608,120608,PER,5142
120699,120699,PER,5143
120701,120701,PER,5144
120702,120702,PER,5145
120703,120703,PER,5146
120704,120704,PER,5147
120705,120705,PER,5148
120706,120706,PER,5149
120707,120707,PER,5150
120708,120708,PER,5151
120709,120709,PER,5152
120801,120801,PER,5153
120804,120804,PER,5154
120808,120808,PER,5155
120810,120810,PER,5156
120901,120901,PER,5157
120902,120902,PER,5158
120903,120903,PER,5159
120909,120909,PER,5160
130101,130101,PER,5161
130102,130102,PER,5162
130103,130103,PER,5163
130104,130104,PER,5164
130105,130105,PER,5165
130106,130106,PER,5166
130107,130107,PER,5167
130109,130109,PER,5168
130110,130110,PER,5169
130111,130111,PER,5170
130201,130201,PER,5171
130202,130202,PER,5172
130203,130203,PER,5173
130204,130204,PER,5174
130205,130205,PER,5175
130207,130207,PER,5176
130208,130208,PER,5177
130301,130301,PER,5178
130302,130302,PER,5179
130401,130401,PER,5180
130402,130402,PER,5181
130403,130403,PER,5182
130501,130501,PER,5183
130502,130502,PER,5184
130503,130503,PER,5185
130504,130504,PER,5186
130601,130601,PER,5187
130605,130605,PER,5188
130608,130608,PER,5189
130611,130611,PER,5190
130613,130613,PER,5191
130614,130614,PER,5192
130701,130701,PER,5193
130702,130702,PER,5194
130703,130703,PER,5195
130704,130704,PER,5196
130705,130705,PER,5197
130801,130801,PER,5198
130802,130802,PER,5199
130804,130804,PER,5200
130806,130806,PER,5201
130808,130808,PER,5202
130812,130812,PER,5203
130813,130813,PER,5204
130901,130901,PER,5205
130902,130902,PER,5206
130903,130903,PER,5207
130905,130905,PER,5208
130906,130906,PER,5209
130907,130907,PER,5210
130908,130908,PER,5211
131001,131001,PER,5212
131002,131002,PER,5213
131003,131003,PER,5214
131006,131006,PER,5215
131101,131101,PER,5216
131103,131103,PER,5217
131104,131104,PER,5218
131201,131201,PER,5219
131202,131202,PER,5220
131203,131203,PER,5221
140101,140101,PER,5222
140102,140102,PER,5223
140103,140103,PER,5224
140104,140104,PER,5225
140105,140105,PER,5226
140106,140106,PER,5227
140107,140107,PER,5228
140108,140108,PER,5229
140109,140109,PER,5230
140110,140110,PER,5231
140111,140111,PER,5232
140112,140112,PER,5233
140113,140113,PER,5234
140114,140114,PER,5235
140115,140115,PER,5236
140116,140116,PER,5237
140117,140117,PER,5238
140118,140118,PER,5239
140119,140119,PER,5240
140120,140120,PER,5241
140201,140201,PER,5242
140202,140202,PER,5243
140203,140203,PER,5244
140205,140205,PER,5245
140206,140206,PER,5246
140301,140301,PER,5247
140303,140303,PER,5248
140304,140304,PER,5249
140305,140305,PER,5250
140306,140306,PER,5251
140307,140307,PER,5252
140308,140308,PER,5253
140309,140309,PER,5254
140310,140310,PER,5255
140311,140311,PER,5256
140312,140312,PER,5257
150101,150101,PER,5258
150102,150102,PER,5259
150103,150103,PER,5260
150104,150104,PER,5261
150105,150105,PER,5262
150106,150106,PER,5263
150107,150107,PER,5264
150108,150108,PER,5265
150109,150109,PER,5266
150110,150110,PER,5267
150111,150111,PER,5268
150112,150112,PER,5269
150113,150113,PER,5270
150114,150114,PER,5271
150115,150115,PER,5272
150116,150116,PER,5273
150117,150117,PER,5274
150118,150118,PER,5275
150119,150119,PER,5276
150120,150120,PER,5277
150121,150121,PER,5278
150122,150122,PER,5279
150123,150123,PER,5280
150124,150124,PER,5281
150125,150125,PER,5282
150126,150126,PER,5283
150128,150128,PER,5284
150130,150130,PER,5285
150131,150131,PER,5286
150132,150132,PER,5287
150133,150133,PER,5288
150134,150134,PER,5289
150135,150135,PER,5290
150136,150136,PER,5291
150137,150137,PER,5292
150139,150139,PER,5293
150140,150140,PER,5294
150141,150141,PER,5295
150142,150142,PER,5296
150143,150143,PER,5297
150201,150201,PER,5298
150202,150202,PER,5299
150203,150203,PER,5300
150204,150204,PER,5301
150205,150205,PER,5302
150301,150301,PER,5303
150303,150303,PER,5304
150401,150401,PER,5305
150402,150402,PER,5306
150403,150403,PER,5307
150404,150404,PER,5308
150406,150406,PER,5309
150407,150407,PER,5310
150501,150501,PER,5311
150504,150504,PER,5312
150505,150505,PER,5313
150506,150506,PER,5314
150507,150507,PER,5315
150508,150508,PER,5316
150509,150509,PER,5317
150510,150510,PER,5318
150511,150511,PER,5319
150512,150512,PER,5320
150513,150513,PER,5321
150514,150514,PER,5322
150515,150515,PER,5323
150516,150516,PER,5324
150601,150601,PER,5325
150603,150603,PER,5326
150604,150604,PER,5327
150605,150605,PER,5328
150606,150606,PER,5329
150609,150609,PER,5330
150611,150611,PER,5331
150612,150612,PER,5332
150702,150702,PER,5333
150704,150704,PER,5334
150705,150705,PER,5335
150709,150709,PER,5336
150710,150710,PER,5337
150714,150714,PER,5338
150715,150715,PER,5339
150717,150717,PER,5340
150721,150721,PER,5341
150722,150722,PER,5342
150723,150723,PER,5343
150727,150727,PER,5344
150728,150728,PER,5345
150731,150731,PER,5346
150801,150801,PER,5347
150802,150802,PER,5348
150805,150805,PER,5349
150806,150806,PER,5350
150807,150807,PER,5351
150810,150810,PER,5352
150811,150811,PER,5353
150812,150812,PER,5354
150901,150901,PER,5355
150904,150904,PER,5356
150906,150906,PER,5357
151001,151001,PER,5358
151004,151004,PER,5359
151008,151008,PER,5360
151019,151019,PER,5361
151020,151020,PER,5362
151023,151023,PER,5363
151024,151024,PER,5364
151025,151025,PER,5365
160101,160101,PER,5366
160102,160102,PER,5367
160103,160103,PER,5368
160104,160104,PER,5369
160105,160105,PER,5370
160106,160106,PER,5371
160107,160107,PER,5372
160108,160108,PER,5373
160110,160110,PER,5374
160112,160112,PER,5375
160113,160113,PER,5376
160201,160201,PER,5377
160202,160202,PER,5378
160205,160205,PER,5379
160206,160206,PER,5380
160210,160210,PER,5381
160211,160211,PER,5382
160301,160301,PER,5383
160302,160302,PER,5384
160303,160303,PER,5385
160304,160304,PER,5386
160305,160305,PER,5387
160401,160401,PER,5388
160402,160402,PER,5389
160403,160403,PER,5390
160404,160404,PER,5391
160501,160501,PER,5392
160503,160503,PER,5393
160504,160504,PER,5394
160505,160505,PER,5395
160506,160506,PER,5396
160507,160507,PER,5397
160510,160510,PER,5398
160601,160601,PER,5399
160603,160603,PER,5400
160604,160604,PER,5401
160605,160605,PER,5402
160606,160606,PER,5403
160701,160701,PER,5404
160702,160702,PER,5405
160703,160703,PER,5406
160704,160704,PER,5407
160705,160705,PER,5408
160706,160706,PER,5409
170101,170101,PER,5410
170102,170102,PER,5411
170103,170103,PER,5412
170104,170104,PER,5413
170201,170201,PER,5414
170202,170202,PER,5415
170203,170203,PER,5416
170204,170204,PER,5417
170301,170301,PER,5418
170302,170302,PER,5419
170303,170303,PER,5420
180101,180101,PER,5421
180102,180102,PER,5422
180103,180103,PER,5423
180104,180104,PER,5424
180105,180105,PER,5425
180106,180106,PER,5426
180201,180201,PER,5427
180202,180202,PER,5428
180203,180203,PER,5429
180204,180204,PER,5430
180205,180205,PER,5431
180206,180206,PER,5432
180207,180207,PER,5433
180208,180208,PER,5434
180209,180209,PER,5435
180210,180210,PER,5436
180211,180211,PER,5437
180301,180301,PER,5438
180303,180303,PER,5439
190101,190101,PER,5440
190102,190102,PER,5441
190103,190103,PER,5442
190104,190104,PER,5443
190105,190105,PER,5444
190106,190106,PER,5445
190107,190107,PER,5446
190108,190108,PER,5447
190109,190109,PER,5448
190110,190110,PER,5449
190111,190111,PER,5450
190112,190112,PER,5451
190113,190113,PER,5452
190201,190201,PER,5453
190202,190202,PER,5454
190203,190203,PER,5455
190204,190204,PER,5456
190206,190206,PER,5457
190207,190207,PER,5458
190208,190208,PER,5459
190301,190301,PER,5460
190302,190302,PER,5461
190303,190303,PER,5462
190304,190304,PER,5463
190305,190305,PER,5464
190306,190306,PER,5465
190307,190307,PER,5466
190308,190308,PER,5467
200101,200101,PER,5468
200104,200104,PER,5469
200105,200105,PER,5470
200107,200107,PER,5471
200109,200109,PER,5472
200110,200110,PER,5473
200111,200111,PER,5474
200114,200114,PER,5475
200115,200115,PER,5476
200201,200201,PER,5477
200202,200202,PER,5478
200203,200203,PER,5479
200204,200204,PER,5480
200205,200205,PER,5481
200206,200206,PER,5482
200208,200208,PER,5483
200210,200210,PER,5484
200301,200301,PER,5485
200302,200302,PER,5486
200303,200303,PER,5487
200304,200304,PER,5488
200305,200305,PER,5489
200306,200306,PER,5490
200308,200308,PER,5491
200401,200401,PER,5492
200402,200402,PER,5493
200403,200403,PER,5494
200404,200404,PER,5495
200405,200405,PER,5496
200406,200406,PER,5497
200408,200408,PER,5498
200409,200409,PER,5499
200410,200410,PER,5500
200501,200501,PER,5501
200504,200504,PER,5502
200505,200505,PER,5503
200507,200507,PER,5504
200601,200601,PER,5505
200602,200602,PER,5506
200604,200604,PER,5507
200605,200605,PER,5508
200606,200606,PER,5509
200607,200607,PER,5510
200701,200701,PER,5511
200703,200703,PER,5512
200705,200705,PER,5513
200801,200801,PER,5514
200802,200802,PER,5515
200803,200803,PER,5516
200804,200804,PER,5517
200805,200805,PER,5518
210101,210101,PER,5519
210102,210102,PER,5520
210103,210103,PER,5521
210105,210105,PER,5522
210106,210106,PER,5523
210108,210108,PER,5524
210112,210112,PER,5525
210113,210113,PER,5526
210201,210201,PER,5527
210203,210203,PER,5528
210204,210204,PER,5529
210206,210206,PER,5530
210210,210210,PER,5531
210212,210212,PER,5532
210214,210214,PER,5533
210215,210215,PER,5534
210301,210301,PER,5535
210304,210304,PER,5536
210306,210306,PER,5537
210308,210308,PER,5538
210309,210309,PER,5539
210310,210310,PER,5540
210401,210401,PER,5541
210402,210402,PER,5542
210403,210403,PER,5543
210404,210404,PER,5544
210405,210405,PER,5545
210406,210406,PER,5546
210407,210407,PER,5547
210501,210501,PER,5548
210503,210503,PER,5549
210504,210504,PER,5550
210601,210601,PER,5551
210603,210603,PER,5552
210605,210605,PER,5553
210606,210606,PER,5554
210607,210607,PER,5555
210608,210608,PER,5556
210701,210701,PER,5557
210702,210702,PER,5558
210705,210705,PER,5559
210708,210708,PER,5560
210801,210801,PER,5561
210802,210802,PER,5562
210806,210806,PER,5563
210807,210807,PER,5564
210808,210808,PER,5565
210809,210809,PER,5566
210901,210901,PER,5567
210902,210902,PER,5568
210903,210903,PER,5569
210904,210904,PER,5570
211001,211001,PER,5571
211002,211002,PER,5572
211004,211004,PER,5573
211101,211101,PER,5574
211103,211103,PER,5575
211201,211201,PER,5576
211203,211203,PER,5577
211204,211204,PER,5578
211205,211205,PER,5579
211208,211208,PER,5580
211209,211209,PER,5581
211301,211301,PER,5582
211304,211304,PER,5583
211305,211305,PER,5584
211307,211307,PER,5585
220101,220101,PER,5586
220102,220102,PER,5587
220104,220104,PER,5588
220105,220105,PER,5589
220106,220106,PER,5590
220201,220201,PER,5591
220203,220203,PER,5592
220205,220205,PER,5593
220206,220206,PER,5594
220301,220301,PER,5595
220302,220302,PER,5596
220303,220303,PER,5597
220304,220304,PER,5598
220305,220305,PER,5599
220401,220401,PER,5600
220402,220402,PER,5601
220404,220404,PER,5602
220405,220405,PER,5603
220501,220501,PER,5604
220502,220502,PER,5605
220503,220503,PER,5606
220504,220504,PER,5607
220505,220505,PER,5608
220506,220506,PER,5609
220507,220507,PER,5610
220508,220508,PER,5611
220510,220510,PER,5612
220511,220511,PER,5613
220601,220601,PER,5614
220602,220602,PER,5615
220603,220603,PER,5616
220604,220604,PER,5617
220605,220605,PER,5618
220701,220701,PER,5619
220702,220702,PER,5620
220705,220705,PER,5621
220707,220707,PER,5622
220708,220708,PER,5623
220709,220709,PER,5624
220710,220710,PER,5625
220801,220801,PER,5626
220802,220802,PER,5627
220803,220803,PER,5628
220804,220804,PER,5629
220805,220805,PER,5630
220807,220807,PER,5631
220809,220809,PER,5632
220901,220901,PER,5633
220904,220904,PER,5634
220906,220906,PER,5635
220908,220908,PER,5636
220909,220909,PER,5637
220910,220910,PER,5638
220911,220911,PER,5639
220912,220912,PER,5640
221001,221001,PER,5641
221002,221002,PER,5642
221003,221003,PER,5643
221005,221005,PER,5644
230101,230101,PER,5645
230102,230102,PER,5646
230103,230103,PER,5647
230104,230104,PER,5648
230105,230105,PER,5649
230106,230106,PER,5650
230107,230107,PER,5651
230108,230108,PER,5652
230109,230109,PER,5653
230110,230110,PER,5654
230201,230201,PER,5655
230202,230202,PER,5656
230203,230203,PER,5657
230206,230206,PER,5658
230301,230301,PER,5659
230302,230302,PER,5660
230303,230303,PER,5661
230401,230401,PER,5662
230406,230406,PER,5663
230408,230408,PER,5664
240101,240101,PER,5665
240102,240102,PER,5666
240103,240103,PER,5667
240104,240104,PER,5668
240105,240105,PER,5669
240106,240106,PER,5670
240201,240201,PER,5671
240202,240202,PER,5672
240203,240203,PER,5673
240301,240301,PER,5674
240302,240302,PER,5675
240303,240303,PER,5676
240304,240304,PER,5677
250101,250101,PER,5678
250102,250102,PER,5679
250103,250103,PER,5680
250104,250104,PER,5681
250105,250105,PER,5682
250107,250107,PER,5683
250201,250201,PER,5684
250202,250202,PER,5685
250203,250203,PER,5686
250204,250204,PER,5687
250301,250301,PER,5688
250302,250302,PER,5689
250303,250303,PER,5690
250401,250401,PER,5691
NA,NA,PHL,5692
PL1,Pl1,POL,5693
PL2,Pl2,POL,5694
PL3,Pl3,POL,5695
PL4,Pl4,POL,5696
PL5,Pl5,POL,5697
PL6,Pl6,POL,5698
PT1,Pt1,PRT,5699
PT2,Pt2,PRT,5700
PT3,Pt3,PRT,5701
NA,NA,PRY,5702
NA,NA,ROU,5703
NA,NA,RUS,5704
57,Bugesera,RWA,5705
44,Burera,RWA,5706
42,Gakenke,RWA,5707
12,Gasabo,RWA,5708
53,Gatsibo,RWA,5709
45,Gicumbi,RWA,5710
22,Gisagara,RWA,5711
24,Huye,RWA,5712
28,Kamonyi,RWA,5713
31,Karongi,RWA,5714
54,Kayonza,RWA,5715
13,Kicukiro,RWA,5716
55,Kirehe,RWA,5717
27,Muhanga,RWA,5718
43,Musanze,RWA,5719
56,Ngoma,RWA,5720
35,Ngororero,RWA,5721
34,Nyabihu,RWA,5722
52,Nyagatare,RWA,5723
25,Nyamagabe,RWA,5724
37,Nyamasheke,RWA,5725
21,Nyanza,RWA,5726
11,Nyarugenge,RWA,5727
23,Nyaruguru,RWA,5728
33,Rubavu,RWA,5729
26,Ruhango,RWA,5730
41,Rulindo,RWA,5731
36,Rusizi,RWA,5732
32,Rutsiro,RWA,5733
51,Rwamagana,RWA,5734
51,Bakel,SEN,5735
31,Bambey,SEN,5736
21,Bignona,SEN,5737
122,Birkelane,SEN,5738
142,Bounkiling,SEN,5739
41,Dagana,SEN,5740
11,Dakar,SEN,5741
32,Diourbel,SEN,5742
91,Fatick,SEN,5743
92,Foundiougne,SEN,5744
93,Gossas,SEN,5745
53,Goudiry,SEN,5746
143,Goudomp,SEN,5747
14,Guediawaye,SEN,5748
63,Guinguineo,SEN,5749
121,Kaffrine,SEN,5750
112,Kanel,SEN,5751
61,Kaolack,SEN,5752
81,Kebemer,SEN,5753
131,Kedougou,SEN,5754
101,Kolda,SEN,5755
123,Koungheul,SEN,5756
54,Koupentoum,SEN,5757
82,Linguere,SEN,5758
83,Louga,SEN,5759
124,Malem Hoddar,SEN,5760
111,Matam,SEN,5761
103,Medina Yoro Foulah,SEN,5762
33,M’backe,SEN,5763
71,M’bour,SEN,5764
62,Nioro,SEN,5765
22,Oussouye,SEN,5766
12,Pikine,SEN,5767
42,Podor,SEN,5768
113,Ranerou,SEN,5769
13,Rufisque,SEN,5770
43,Saint Louis,SEN,5771
132,Salemata,SEN,5772
133,Saraya,SEN,5773
141,Sedhiou,SEN,5774
52,Tambacounda,SEN,5775
72,Thies,SEN,5776
73,Tivaouane,SEN,5777
102,Velingara,SEN,5778
23,Ziguinchor,SEN,5779
301,Acajutla,SLV,5780
401,Agua Caliente,SLV,5781
601,Aguilares,SLV,5782
101,Ahuachapã¡N,SLV,5783
1101,Alegrã­a,SLV,5784
1401,Anamoros,SLV,5785
501,Antiguo Cuscatlã¡N,SLV,5786
102,Apaneca,SLV,5787
1001,Apastepeque,SLV,5788
602,Apopa,SLV,5789
1301,Arambala,SLV,5790
302,Armenia,SLV,5791
103,Atiquizaya,SLV,5792
603,Ayutuxtepeque,SLV,5793
1102,Berlã­n,SLV,5794
1402,Bolã­var,SLV,5795
1302,Cacaopera,SLV,5796
701,Candelaria,SLV,5797
201,Candelaria De La Frontera,SLV,5798
1201,Carolina,SLV,5799
407,Chalatenango,SLV,5800
203,Chalchuapa,SLV,5801
1204,Chapeltique,SLV,5802
1304,Chilanga,SLV,5803
505,Chiltiupã¡N,SLV,5804
1205,Chinameca,SLV,5805
1206,Chirilagua,SLV,5806
901,Cinquera,SLV,5807
404,Citalã¡,SLV,5808
502,Ciudad Arce,SLV,5809
1202,Ciudad Barrios,SLV,5810
619,Ciudad Delgado,SLV,5811
202,Coatepeque,SLV,5812
702,Cojutepeque,SLV,5813
503,Colã³N,SLV,5814
1203,Comacarã¡N,SLV,5815
405,Comalapa,SLV,5816
504,Comasagua,SLV,5817
1104,Concepciã³N Batres,SLV,5818
104,Concepciã³N De Ataco,SLV,5819
1403,Concepciã³N De Oriente,SLV,5820
406,Concepciã³N Quezaltepeque,SLV,5821
1404,Conchagua,SLV,5822
1303,Corinto,SLV,5823
304,Cuisnahuat,SLV,5824
604,Cuscatancingo,SLV,5825
1305,Delicias De Concepciã³N,SLV,5826
909,Dolores,SLV,5827
408,Dulce Nombre De Marã­a,SLV,5828
703,El Carmen,SLV,5829
1405,El Carmen,SLV,5830
409,El Carrizal,SLV,5831
204,El Congo,SLV,5832
1306,El Divisadero,SLV,5833
605,El Paisnal,SLV,5834
410,El Paraã­so,SLV,5835
205,El Porvenir,SLV,5836
105,El Refugio,SLV,5837
704,El Rosario,SLV,5838
802,El Rosario,SLV,5839
1307,El Rosario,SLV,5840
1406,El Sauce,SLV,5841
1105,El Triunfo,SLV,5842
1207,El Trã¡Nsito,SLV,5843
1107,Estanzuelas,SLV,5844
902,Guacotecti,SLV,5845
1002,Guadalupe,SLV,5846
1308,Gualococti,SLV,5847
1309,Guatajuagua,SLV,5848
106,Guaymango,SLV,5849
606,Guazapa,SLV,5850
903,Ilobasco,SLV,5851
607,Ilopango,SLV,5852
1407,Intipucã¡,SLV,5853
306,Izalco,SLV,5854
507,Jayaque,SLV,5855
803,Jerusalã©N,SLV,5856
508,Jicalapa,SLV,5857
1108,Jiquilisco,SLV,5858
1310,Joateca,SLV,5859
1311,Jocoaitique,SLV,5860
1312,Jocoro,SLV,5861
307,Juayãºa,SLV,5862
1109,Jucuapa,SLV,5863
1110,Jucuarã¡N,SLV,5864
107,Jujutla,SLV,5865
904,Jutiapa,SLV,5866
411,La Laguna,SLV,5867
509,La Libertad,SLV,5868
412,La Palma,SLV,5869
413,La Reina,SLV,5870
1408,La Uniã³N,SLV,5871
414,Las Vueltas,SLV,5872
1409,Lislique,SLV,5873
1208,Lolotique,SLV,5874
1313,Lolotiquillo,SLV,5875
206,Masahuat,SLV,5876
1314,Meanguera,SLV,5877
1410,Meanguera Del Golfo,SLV,5878
608,Mejicanos,SLV,5879
804,Mercedes La Ceiba,SLV,5880
1111,Mercedes Umaã±A,SLV,5881
207,Metapã¡N,SLV,5882
1209,Moncagua,SLV,5883
705,Monte San Juan,SLV,5884
308,Nahuizalco,SLV,5885
309,Nahulingo,SLV,5886
609,Nejapa,SLV,5887
415,Nombre De Jesãºs,SLV,5888
416,Nueva Concepciã³N,SLV,5889
1411,Nueva Esparta,SLV,5890
1210,Nueva Guadalupe,SLV,5891
1211,Nuevo Edã©N De San Juan,SLV,5892
418,Ojos De Agua,SLV,5893
805,Olocuilta,SLV,5894
706,Oratorio De Concepciã³N,SLV,5895
1315,Osicala,SLV,5896
610,Panchimalco,SLV,5897
1412,Pasaquina,SLV,5898
1316,Perquã­n,SLV,5899
1413,Polorã³S,SLV,5900
1114,Puerto El Triunfo,SLV,5901
1212,Quelepa,SLV,5902
512,Quezaltepeque,SLV,5903
611,Rosario De Mora,SLV,5904
513,Sacacoyo,SLV,5905
310,Salcoatitã¡N,SLV,5906
1414,San Alejo,SLV,5907
1213,San Antonio,SLV,5908
420,San Antonio De La Cruz,SLV,5909
311,San Antonio Del Monte,SLV,5910
208,San Antonio Pajonal,SLV,5911
707,San Bartolomã© Perulapia,SLV,5912
1317,San Carlos,SLV,5913
1003,San Cayetano Istepeque,SLV,5914
708,San Cristã³Bal,SLV,5915
1117,San Dionisio,SLV,5916
808,San Emigdio,SLV,5917
1006,San Esteban Catarina,SLV,5918
422,San Fernando,SLV,5919
1319,San Francisco Gotera,SLV,5920
1119,San Francisco Javier,SLV,5921
108,San Francisco Menã©Ndez,SLV,5922
1214,San Gerardo,SLV,5923
1007,San Idelfonso,SLV,5924
425,San Ignacio,SLV,5925
905,San Isidro,SLV,5926
1215,San Jorge,SLV,5927
1415,San Josã©,SLV,5928
709,San Josã© Guayabal,SLV,5929
514,San Josã© Villanueva,SLV,5930
810,San Juan Nonualco,SLV,5931
515,San Juan Opico,SLV,5932
811,San Juan Talpa,SLV,5933
312,San Juliã¡N,SLV,5934
